fighter,date,event,avg_kd,avg_sig_str_landed,avg_sig_str_att,avg_total_str_landed,avg_total_str_att,avg_td_landed,avg_td_att,avg_sub_att,avg_ctrl_seconds,avg_head_landed,avg_body_landed,avg_leg_landed,avg_distance_landed,avg_clinch_landed,avg_ground_landed,weight_class,result,style
Nikolas Motta,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.25,11.75,27.75,11.75,27.75,0.0,0.0,0.0,1.25,9.25,1.0,1.5,9.5,0.0,2.25,Lightweight,W,Mixed
Brunno Ferreira,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.5,12.5,25.0,13.0,25.5,0.0,1.0,0.0,0.5,7.5,1.0,4.0,11.5,0.5,0.5,Middleweight,W,Mixed
Farid Basharat,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.0,10.5,18.5,22.5,35.0,1.5,3.5,0.5,148.0,5.0,3.0,2.5,8.0,1.0,1.5,Bantamweight,W,Mixed
Johnny Walker,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.3333333333333333,12.416666666666666,19.166666666666668,16.333333333333332,23.5,0.16666666666666666,0.16666666666666666,0.25,21.583333333333332,8.0,1.0,3.4166666666666665,7.0,1.9166666666666667,3.5,Light Heavyweight,L,Mixed
Magomed Ankalaev,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.4166666666666667,15.5,30.833333333333332,19.25,35.333333333333336,0.08333333333333333,0.5,0.0,40.25,9.666666666666666,3.75,2.0833333333333335,12.25,1.25,2.0,Light Heavyweight,W,Mixed
Jean Silva,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,,,,,,,,,,,,,,,,Featherweight,W,Mixed
Gabriel Benitez,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.16666666666666666,23.166666666666668,56.25,25.0,58.583333333333336,0.16666666666666666,0.25,0.16666666666666666,14.333333333333334,11.5,5.833333333333333,5.833333333333333,19.583333333333332,0.4166666666666667,3.1666666666666665,Lightweight,L,Sniper
Felipe Bunes,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,,,,,,,,,,,,,,,,Flyweight,L,Mixed
Mario Bautista,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.0,16.555555555555557,36.666666666666664,23.333333333333332,43.55555555555556,0.8888888888888888,1.0,0.6666666666666666,68.55555555555556,8.333333333333334,4.111111111111111,4.111111111111111,12.333333333333334,2.4444444444444446,1.7777777777777777,Bantamweight,W,Mixed
Joshua Van,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.0,22.5,45.0,28.0,50.5,0.0,0.0,0.0,0.5,10.0,8.0,4.5,20.0,2.5,0.0,Flyweight,W,Muay_Thai
Preston Parsons,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.0,17.666666666666668,33.0,23.333333333333332,40.666666666666664,0.6666666666666666,3.0,1.3333333333333333,87.66666666666667,12.0,2.6666666666666665,3.0,15.0,2.0,0.6666666666666666,Welterweight,W,Mixed
Westin Wilson,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.0,4.0,8.0,14.0,18.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,Featherweight,L,Mixed
Jim Miller,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.041666666666666664,12.791666666666666,28.375,17.333333333333332,33.583333333333336,0.5,0.8333333333333334,0.2916666666666667,55.375,7.333333333333333,2.75,2.7083333333333335,9.958333333333334,1.2916666666666667,1.5416666666666667,Lightweight,W,Mixed
Taylor Lapilus,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.0,22.6,47.4,32.8,58.2,0.0,0.2,0.2,32.4,15.6,5.0,2.0,14.8,7.0,0.8,Bantamweight,L,Muay_Thai
Waldo Cortes Acosta,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.25,21.5,48.5,22.5,50.0,0.0,0.25,0.0,9.75,11.75,7.0,2.75,19.5,2.0,0.0,Heavyweight,W,Sniper
Andrei Arlovski,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.041666666666666664,18.0,36.25,20.75,39.25,0.125,0.20833333333333334,0.0,13.291666666666666,9.958333333333334,3.875,4.166666666666667,14.916666666666666,2.5833333333333335,0.5,Heavyweight,L,Mixed
Matthew Semelsberger,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.5555555555555556,15.222222222222221,33.22222222222222,16.444444444444443,34.77777777777778,0.1111111111111111,0.2222222222222222,0.0,35.111111111111114,9.555555555555555,3.3333333333333335,2.3333333333333335,11.555555555555555,1.1111111111111112,2.5555555555555554,Welterweight,L,Mixed
Ricky Simon,2024-01-13,UFC Fight Night: Ankalaev vs. Walker 2,0.18181818181818182,12.818181818181818,27.454545454545453,19.181818181818183,34.90909090909091,1.6363636363636365,3.6363636363636362,0.0,106.72727272727273,7.2727272727272725,2.8181818181818183,2.727272727272727,8.181818181818182,2.1818181818181817,2.4545454545454546,Bantamweight,L,Mixed
Sam Patterson,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,Welterweight,W,Mixed
Priscila Cachoeira,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.2222222222222222,13.222222222222221,28.555555555555557,14.666666666666666,30.555555555555557,0.1111111111111111,0.3333333333333333,0.0,10.88888888888889,10.0,2.111111111111111,1.1111111111111112,10.222222222222221,1.2222222222222223,1.7777777777777777,Women's Bantamweight,L,Mixed
Movsar Evloev,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,15.857142857142858,33.285714285714285,42.0,62.0,1.8571428571428572,3.0,0.14285714285714285,137.71428571428572,12.428571428571429,2.0,1.4285714285714286,11.0,1.2857142857142858,3.5714285714285716,Featherweight,W,Mixed
Neil Magny,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.043478260869565216,11.478260869565217,27.391304347826086,24.130434782608695,41.78260869565217,0.6086956521739131,1.6956521739130435,0.043478260869565216,52.17391304347826,6.782608695652174,2.869565217391304,1.826086956521739,6.521739130434782,2.1739130434782608,2.782608695652174,Welterweight,W,Mixed
Serhiy Sidey,2024-01-20,UFC 297: Strickland vs. Du Plessis,,,,,,,,,,,,,,,,Bantamweight,L,Mixed
Jasmine Jasudavicius,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,14.4,34.4,28.8,54.2,0.6,1.6,0.0,119.2,8.8,4.0,1.6,10.4,2.8,1.2,Women's Bantamweight,W,Mixed
Charles Jourdain,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.16666666666666666,17.5,38.916666666666664,22.833333333333332,44.833333333333336,0.0,0.08333333333333333,0.25,18.583333333333332,8.5,5.5,3.5,13.916666666666666,3.0,0.5833333333333334,Featherweight,L,Muay_Thai
Sean Strickland,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.1111111111111111,23.666666666666668,63.333333333333336,26.88888888888889,67.44444444444444,0.3333333333333333,0.4444444444444444,0.0,29.22222222222222,20.055555555555557,2.4444444444444446,1.1666666666666667,19.5,2.111111111111111,2.0555555555555554,UFC Middleweight Title,L,Sniper
Dricus Du Plessis,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.16666666666666666,25.333333333333332,44.333333333333336,33.833333333333336,56.833333333333336,1.0,2.3333333333333335,0.3333333333333333,86.16666666666667,15.333333333333334,3.8333333333333335,6.166666666666667,12.333333333333334,5.0,8.0,UFC Middleweight Title,W,Muay_Thai
Sean Woodson,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.16666666666666666,33.0,66.33333333333333,46.5,81.33333333333333,0.0,0.0,0.0,11.333333333333334,20.166666666666668,6.0,6.833333333333333,31.666666666666668,1.3333333333333333,0.0,Featherweight,W,Sniper
Arnold Allen,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.09090909090909091,20.09090909090909,49.27272727272727,23.0,52.54545454545455,0.45454545454545453,0.6363636363636364,0.0,49.54545454545455,14.727272727272727,3.090909090909091,2.272727272727273,18.09090909090909,0.5454545454545454,1.4545454545454546,Featherweight,L,Sniper
Mike Malott,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.3333333333333333,17.0,31.333333333333332,21.0,35.333333333333336,1.0,1.0,0.3333333333333333,60.0,10.333333333333334,5.333333333333333,1.3333333333333333,14.666666666666666,0.3333333333333333,2.0,Welterweight,L,Mixed
Yohan Lainesse,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,13.0,27.333333333333332,13.0,27.333333333333332,0.3333333333333333,0.6666666666666666,0.3333333333333333,10.666666666666666,4.333333333333333,3.6666666666666665,5.0,12.333333333333334,0.6666666666666666,0.0,Welterweight,L,Mixed
Raquel Pennington,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,16.642857142857142,34.5,22.5,41.214285714285715,0.14285714285714285,1.0,0.14285714285714285,39.857142857142854,8.642857142857142,5.928571428571429,2.0714285714285716,11.571428571428571,5.071428571428571,0.0,UFC Women's Bantamweight Title,W,Muay_Thai
Gillian Robertson,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,11.266666666666667,26.0,17.8,33.53333333333333,0.7333333333333333,2.066666666666667,0.13333333333333333,112.6,7.6,1.8,1.8666666666666667,6.733333333333333,0.26666666666666666,4.266666666666667,Women's Strawweight,W,Mixed
Polyana Viana,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.1111111111111111,9.11111111111111,19.0,27.666666666666668,41.333333333333336,0.3333333333333333,1.1111111111111112,1.0,35.333333333333336,4.444444444444445,2.888888888888889,1.7777777777777777,7.0,0.7777777777777778,1.3333333333333333,Women's Strawweight,L,Mixed
Marc-Andre Barriault,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.09090909090909091,17.363636363636363,39.90909090909091,21.636363636363637,44.18181818181818,0.09090909090909091,0.18181818181818182,0.09090909090909091,19.181818181818183,12.181818181818182,3.090909090909091,2.090909090909091,11.545454545454545,5.181818181818182,0.6363636363636364,Middleweight,L,Muay_Thai
Brad Katona,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,25.8,47.4,31.0,53.8,0.0,1.4,0.0,44.2,13.2,3.6,9.0,21.6,3.4,0.8,Bantamweight,L,Muay_Thai
Chris Curtis,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.14285714285714285,17.571428571428573,38.42857142857143,20.428571428571427,41.714285714285715,0.0,0.0,0.0,6.0,9.714285714285714,4.571428571428571,3.2857142857142856,16.285714285714285,0.5714285714285714,0.7142857142857143,Middleweight,W,Mixed
Ramon Taveras,2024-01-20,UFC 297: Strickland vs. Du Plessis,,,,,,,,,,,,,,,,Bantamweight,W,Mixed
Jimmy Flick,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,9.0,21.0,9.333333333333334,21.333333333333332,0.3333333333333333,2.3333333333333335,0.3333333333333333,12.666666666666666,4.333333333333333,2.6666666666666665,2.0,9.0,0.0,0.0,Flyweight,W,Mixed
Malcolm Gordon,2024-01-20,UFC 297: Strickland vs. Du Plessis,0.0,4.5,13.5,9.0,18.333333333333332,0.3333333333333333,0.8333333333333334,0.16666666666666666,25.833333333333332,2.8333333333333335,0.8333333333333334,0.8333333333333334,2.5,0.3333333333333333,1.6666666666666667,Flyweight,L,Mixed
